phi(digree),phi(radians),u,M
28.99449725,0.506049442,0.007504031,-266.2737285
29.03951976,0.506835233,0.007483373,-265.602335
29.08454227,0.507621024,0.007462695,-264.930371
29.12956478,0.508406815,0.007441997,-264.2578379
29.17458729,0.509192606,0.007421279,-263.5847376
29.2196098,0.509978397,0.00740054,-262.9110716
29.26463232,0.510764188,0.007379782,-262.2368416
29.30965483,0.511549979,0.007359003,-261.5620492
29.35467734,0.51233577,0.007338205,-260.8866961
29.39969985,0.513121561,0.007317387,-260.210784
29.44472236,0.513907353,0.007296548,-259.5343143
29.48974487,0.514693144,0.00727569,-258.8572889
29.53476738,0.515478935,0.007254812,-258.1797093
29.57978989,0.516264726,0.007233914,-257.5015772
29.62481241,0.517050517,0.007212997,-256.8228942
29.66983492,0.517836308,0.00719206,-256.143662
29.71485743,0.518622099,0.007171103,-255.4638822
29.75987994,0.51940789,0.007150127,-254.7835565
29.80490245,0.520193681,0.007129132,-254.1026865
29.84992496,0.520979472,0.007108117,-253.4212738
29.89494747,0.521765263,0.007087082,-252.7393201
29.93996998,0.522551054,0.007066029,-252.056827
29.9849925,0.523336845,0.007044956,-251.3737962
30.03001501,0.524122636,0.007023863,-250.6902292
30.07503752,0.524908427,0.007002752,-250.0061279
30.12006003,0.525694218,0.006981622,-249.3214937
30.16508254,0.526480009,0.006960472,-248.6363284
30.21010505,0.527265801,0.006939304,-247.9506336
30.25512756,0.528051592,0.006918116,-247.2644109
30.30015008,0.528837383,0.00689691,-246.577662
30.34517259,0.529623174,0.006875684,-245.8903884
30.3901951,0.530408965,0.00685444,-245.202592
30.43521761,0.531194756,0.006833178,-244.5142742
30.48024012,0.531980547,0.006811896,-243.8254368
30.52526263,0.532766338,0.006790596,-243.1360813
30.57028514,0.533552129,0.006769277,-242.4462095
30.61530765,0.53433792,0.00674794,-241.7558229
30.66033017,0.535123711,0.006726584,-241.0649233
30.70535268,0.535909502,0.00670521,-240.3735122
30.75037519,0.536695293,0.006683817,-239.6815913
30.7953977,0.537481084,0.006662406,-238.9891622
30.84042021,0.538266875,0.006640977,-238.2962266
30.88544272,0.539052666,0.00661953,-237.6027862
30.93046523,0.539838457,0.006598064,-236.9088425
30.97548774,0.540624249,0.006576581,-236.2143972
31.02051026,0.54141004,0.006555079,-235.5194519
31.06553277,0.542195831,0.006533559,-234.8240084
31.11055528,0.542981622,0.006512021,-234.1280682
31.15557779,0.543767413,0.006490466,-233.431633
31.2006003,0.544553204,0.006468892,-232.7347044
31.24562281,0.545338995,0.006447301,-232.037284
31.29064532,0.546124786,0.006425692,-231.3393736
31.33566783,0.546910577,0.006404065,-230.6409747
31.38069035,0.547696368,0.006382421,-229.9420891
31.42571286,0.548482159,0.006360759,-229.2427182
31.47073537,0.54926795,0.006339079,-228.5428638
31.51575788,0.550053741,0.006317382,-227.8425276
31.56078039,0.550839532,0.006295668,-227.1417111
31.6058029,0.551625323,0.006273936,-226.440416
31.65082541,0.552411114,0.006252187,-225.738644
31.69584792,0.553196905,0.00623042,-225.0363967
31.74087044,0.553982697,0.006208637,-224.3336757
31.78589295,0.554768488,0.006186836,-223.6304827
31.83091546,0.555554279,0.006165018,-222.9268193
31.87593797,0.55634007,0.006143183,-222.2226871
31.92096048,0.557125861,0.006121331,-221.5180879
31.96598299,0.557911652,0.006099462,-220.8130232
32.0110055,0.558697443,0.006077576,-220.1074947
32.05602801,0.559483234,0.006055674,-219.4015041
32.10105053,0.560269025,0.006033754,-218.6950529
32.14607304,0.561054816,0.006011818,-217.9881428
32.19109555,0.561840607,0.005989865,-217.2807755
32.23611806,0.562626398,0.005967896,-216.5729527
32.28114057,0.563412189,0.00594591,-215.8646758
32.32616308,0.56419798,0.005923907,-215.1559467
32.37118559,0.564983771,0.005901888,-214.4467668
32.4162081,0.565769562,0.005879853,-213.737138
32.46123062,0.566555353,0.005857801,-213.0270618
32.50625313,0.567341145,0.005835733,-212.3165398
32.55127564,0.568126936,0.005813649,-211.6055737
32.59629815,0.568912727,0.005791548,-210.8941652
32.64132066,0.569698518,0.005769432,-210.1823159
32.68634317,0.570484309,0.005747299,-209.4700274
32.73136568,0.5712701,0.00572515,-208.7573014
32.77638819,0.572055891,0.005702986,-208.0441395
32.82141071,0.572841682,0.005680805,-207.3305433
32.86643322,0.573627473,0.005658608,-206.6165146
32.91145573,0.574413264,0.005636396,-205.9020549
32.95647824,0.575199055,0.005614168,-205.1871659
33.00150075,0.575984846,0.005591924,-204.4718492
33.04652326,0.576770637,0.005569665,-203.7561065
33.09154577,0.577556428,0.00554739,-203.0399395
33.13656828,0.578342219,0.005525099,-202.3233496
33.1815908,0.57912801,0.005502793,-201.6063387
33.22661331,0.579913801,0.005480472,-200.8889083
33.27163582,0.580699593,0.005458135,-200.1710601
33.31665833,0.581485384,0.005435783,-199.4527958
33.36168084,0.582271175,0.005413415,-198.7341169
33.40670335,0.583056966,0.005391033,-198.0150251
33.45172586,0.583842757,0.005368635,-197.2955221
33.49674837,0.584628548,0.005346222,-196.5756095
33.54177089,0.585414339,0.005323794,-195.8552889
33.5867934,0.58620013,0.005301351,-195.1345621
33.63181591,0.586985921,0.005278893,-194.4134305
33.67683842,0.587771712,0.005256421,-193.6918959
33.72186093,0.588557503,0.005233933,-192.96996
33.76688344,0.589343294,0.005211431,-192.2476242
33.81190595,0.590129085,0.005188914,-191.5248904
33.85692846,0.590914876,0.005166382,-190.8017602
33.90195098,0.591700667,0.005143836,-190.0782351
33.94697349,0.592486458,0.005121275,-189.3543168
33.991996,0.593272249,0.0050987,-188.630007
34.03701851,0.594058041,0.00507611,-187.9053074
34.08204102,0.594843832,0.005053506,-187.1802195
34.12706353,0.595629623,0.005030887,-186.454745
34.17208604,0.596415414,0.005008255,-185.7288855
34.21710855,0.597201205,0.004985608,-185.0026427
34.26213107,0.597986996,0.004962947,-184.2760182
34.30715358,0.598772787,0.004940271,-183.5490137
34.35217609,0.599558578,0.004917582,-182.8216309
34.3971986,0.600344369,0.004894879,-182.0938712
34.44222111,0.60113016,0.004872162,-181.3657365
34.48724362,0.601915951,0.004849431,-180.6372283
34.53226613,0.602701742,0.004826686,-179.9083483
34.57728864,0.603487533,0.004803927,-179.1790981
34.62231116,0.604273324,0.004781155,-178.4494794
34.66733367,0.605059115,0.004758369,-177.7194938
34.71235618,0.605844906,0.004735569,-176.989143
34.75737869,0.606630697,0.004712756,-176.2584286
34.8024012,0.607416489,0.00468993,-175.5273521
34.84742371,0.60820228,0.004667089,-174.7959154
34.89244622,0.608988071,0.004644236,-174.06412
34.93746873,0.609773862,0.004621369,-173.3319676
34.98249125,0.610559653,0.004598489,-172.5994598
35.02751376,0.611345444,0.004575596,-171.8665982
35.07253627,0.612131235,0.00455269,-171.1333845
35.11755878,0.612917026,0.00452977,-170.3998204
35.16258129,0.613702817,0.004506838,-169.6659075
35.2076038,0.614488608,0.004483892,-168.9316473
35.25262631,0.615274399,0.004460934,-168.1970417
35.29764882,0.61606019,0.004437963,-167.4620921
35.34267134,0.616845981,0.004414978,-166.7268003
35.38769385,0.617631772,0.004391982,-165.9911679
35.43271636,0.618417563,0.004368972,-165.2551965
35.47773887,0.619203354,0.00434595,-164.5188879
35.52276138,0.619989145,0.004322915,-163.7822435
35.56778389,0.620774937,0.004299868,-163.0452651
35.6128064,0.621560728,0.004276808,-162.3079543
35.65782891,0.622346519,0.004253736,-161.5703128
35.70285143,0.62313231,0.004230651,-160.8323421
35.74787394,0.623918101,0.004207554,-160.094044
35.79289645,0.624703892,0.004184445,-159.3554201
35.83791896,0.625489683,0.004161324,-158.616472
35.88294147,0.626275474,0.004138191,-157.8772013
35.92796398,0.627061265,0.004115045,-157.1376098
35.97298649,0.627847056,0.004091888,-156.397699
36.018009,0.628632847,0.004068718,-155.6574706
36.06303152,0.629418638,0.004045537,-154.9169263
36.10805403,0.630204429,0.004022344,-154.1760676
36.15307654,0.63099022,0.003999139,-153.4348962
36.19809905,0.631776011,0.003975922,-152.6934139
36.24312156,0.632561802,0.003952693,-151.9516221
36.28814407,0.633347593,0.003929453,-151.2095225
36.33316658,0.634133385,0.003906202,-150.4671169
36.37818909,0.634919176,0.003882939,-149.7244068
36.42321161,0.635704967,0.003859664,-148.9813938
36.46823412,0.636490758,0.003836378,-148.2380797
36.51325663,0.637276549,0.003813081,-147.4944661
36.55827914,0.63806234,0.003789772,-146.7505545
36.60330165,0.638848131,0.003766452,-146.0063467
36.64832416,0.639633922,0.003743121,-145.2618443
36.69334667,0.640419713,0.003719779,-144.517049
36.73836918,0.641205504,0.003696426,-143.7719623
36.7833917,0.641991295,0.003673062,-143.0265859
36.82841421,0.642777086,0.003649687,-142.2809215
36.87343672,0.643562877,0.003626301,-141.5349706
36.91845923,0.644348668,0.003602905,-140.7887351
36.96348174,0.645134459,0.003579497,-140.0422164
37.00850425,0.64592025,0.003556079,-139.2954163
37.05352676,0.646706041,0.00353265,-138.5483363
37.09854927,0.647491833,0.003509211,-137.8009781
37.14357179,0.648277624,0.003485761,-137.0533435
37.1885943,0.649063415,0.0034623,-136.3054339
37.23361681,0.649849206,0.003438829,-135.557251
37.27863932,0.650634997,0.003415348,-134.8087966
37.32366183,0.651420788,0.003391857,-134.0600722
37.36868434,0.652206579,0.003368355,-133.3110794
37.41370685,0.65299237,0.003344843,-132.56182
37.45872936,0.653778161,0.003321321,-131.8122955
37.50375188,0.654563952,0.003297789,-131.0625077
37.54877439,0.655349743,0.003274247,-130.312458
37.5937969,0.656135534,0.003250695,-129.5621483
37.63881941,0.656921325,0.003227133,-128.8115801
37.68384192,0.657707116,0.003203561,-128.0607551
37.72886443,0.658492907,0.003179979,-127.3096749
37.77388694,0.659278698,0.003156388,-126.5583411
37.81890945,0.660064489,0.003132787,-125.8067554
37.86393197,0.660850281,0.003109177,-125.0549195
37.90895448,0.661636072,0.003085556,-124.302835
37.95397699,0.662421863,0.003061927,-123.5505035
37.9989995,0.663207654,0.003038288,-122.7979267
38.04402201,0.663993445,0.003014639,-122.0451062
38.08904452,0.664779236,0.002990982,-121.2920436
38.13406703,0.665565027,0.002967315,-120.5387407
38.17908954,0.666350818,0.002943638,-119.785199
38.22411206,0.667136609,0.002919953,-119.0314202
38.26913457,0.6679224,0.002896259,-118.2774059
38.31415708,0.668708191,0.002872555,-117.5231578
38.35917959,0.669493982,0.002848843,-116.7686775
38.4042021,0.670279773,0.002825121,-116.0139666
38.44922461,0.671065564,0.002801391,-115.2590269
38.49424712,0.671851355,0.002777652,-114.5038599
38.53926963,0.672637146,0.002753905,-113.7484672
38.58429215,0.673422938,0.002730148,-112.9928506
38.62931466,0.674208729,0.002706383,-112.2370117
38.67433717,0.67499452,0.00268261,-111.4809521
38.71935968,0.675780311,0.002658828,-110.7246734
38.76438219,0.676566102,0.002635037,-109.9681774
38.8094047,0.677351893,0.002611238,-109.2114656
38.85442721,0.678137684,0.002587431,-108.4545396
38.89944972,0.678923475,0.002563615,-107.6974012
38.94447224,0.679709266,0.002539792,-106.940052
38.98949475,0.680495057,0.00251596,-106.1824936
39.03451726,0.681280848,0.00249212,-105.4247276
39.07953977,0.682066639,0.002468272,-104.6667557
39.12456228,0.68285243,0.002444416,-103.9085796
39.16958479,0.683638221,0.002420552,-103.1502008
39.2146073,0.684424012,0.002396681,-102.3916211
39.25962981,0.685209803,0.002372801,-101.632842
39.30465233,0.685995594,0.002348914,-100.8738653
39.34967484,0.686781386,0.002325019,-100.1146925
39.39469735,0.687567177,0.002301116,-99.3553253
39.43971986,0.688352968,0.002277206,-98.59576534
39.48474237,0.689138759,0.002253289,-97.83601427
39.52976488,0.68992455,0.002229364,-97.07607371
39.57478739,0.690710341,0.002205431,-96.31594533
39.6198099,0.691496132,0.002181491,-95.55563075
39.66483242,0.692281923,0.002157544,-94.79513163
39.70985493,0.693067714,0.00213359,-94.0344496
39.75487744,0.693853505,0.002109629,-93.27358631
39.79989995,0.694639296,0.00208566,-92.51254341
39.84492246,0.695425087,0.002061685,-91.75132252
39.88994497,0.696210878,0.002037702,-90.9899253
39.93496748,0.696996669,0.002013713,-90.22835339
39.97998999,0.69778246,0.001989717,-89.46660843
40.02501251,0.698568251,0.001965714,-88.70469207
40.07003502,0.699354042,0.001941704,-87.94260594
40.11505753,0.700139834,0.001917687,-87.18035169
40.16008004,0.700925625,0.001893664,-86.41793097
40.20510255,0.701711416,0.001869634,-85.65534541
40.25012506,0.702497207,0.001845598,-84.89259665
40.29514757,0.703282998,0.001821556,-84.12968635
40.34017009,0.704068789,0.001797507,-83.36661614
40.3851926,0.70485458,0.001773451,-82.60338767
40.43021511,0.705640371,0.00174939,-81.84000258
40.47523762,0.706426162,0.001725322,-81.0764625
40.52026013,0.707211953,0.001701248,-80.3127691
40.56528264,0.707997744,0.001677168,-79.54892399
40.61030515,0.708783535,0.001653082,-78.78492884
40.65532766,0.709569326,0.00162899,-78.02078528
40.70035018,0.710355117,0.001604892,-77.25649496
40.74537269,0.711140908,0.001580788,-76.49205951
40.7903952,0.711926699,0.001556678,-75.72748058
40.83541771,0.71271249,0.001532563,-74.96275982
40.88044022,0.713498282,0.001508442,-74.19789886
40.92546273,0.714284073,0.001484315,-73.43289935
40.97048524,0.715069864,0.001460183,-72.66776293
41.01550775,0.715855655,0.001436045,-71.90249125
41.06053027,0.716641446,0.001411902,-71.13708594
41.10555278,0.717427237,0.001387754,-70.37154866
41.15057529,0.718213028,0.0013636,-69.60588103
41.1955978,0.718998819,0.001339441,-68.84008471
41.24062031,0.71978461,0.001315276,-68.07416133
41.28564282,0.720570401,0.001291107,-67.30811255
41.33066533,0.721356192,0.001266932,-66.54194
41.37568784,0.722141983,0.001242753,-65.77564533
41.42071036,0.722927774,0.001218568,-65.00923017
41.46573287,0.723713565,0.001194379,-64.24269617
41.51075538,0.724499356,0.001170185,-63.47604498
41.55577789,0.725285147,0.001145986,-62.70927824
41.6008004,0.726070938,0.001121782,-61.94239758
41.64582291,0.72685673,0.001097573,-61.17540466
41.69084542,0.727642521,0.00107336,-60.40830111
41.73586793,0.728428312,0.001049143,-59.64108858
41.78089045,0.729214103,0.001024921,-58.8737687
41.82591296,0.729999894,0.001000694,-58.10634314
41.87093547,0.730785685,0.000976463,-57.33881351
41.91595798,0.731571476,0.000952228,-56.57118148
41.96098049,0.732357267,0.000927988,-55.80344867
42.006003,0.733143058,0.000903745,-55.03561674
42.05102551,0.733928849,0.000879497,-54.26768733
42.09604802,0.73471464,0.000855245,-53.49966207
42.14107054,0.735500431,0.000830989,-52.73154262
42.18609305,0.736286222,0.00080673,-51.96333061
42.23111556,0.737072013,0.000782466,-51.19502769
42.27613807,0.737857804,0.000758198,-50.42663549
42.32116058,0.738643595,0.000733927,-49.65815568
42.36618309,0.739429386,0.000709652,-48.88958987
42.4112056,0.740215178,0.000685373,-48.12093973
42.45622811,0.741000969,0.000661091,-47.35220688
42.50125063,0.74178676,0.000636805,-46.58339298
42.54627314,0.742572551,0.000612516,-45.81449966
42.59129565,0.743358342,0.000588223,-45.04552858
42.63631816,0.744144133,0.000563927,-44.27648136
42.68134067,0.744929924,0.000539628,-43.50735966
42.72636318,0.745715715,0.000515325,-42.73816512
42.77138569,0.746501506,0.000491019,-41.96889937
42.8164082,0.747287297,0.00046671,-41.19956407
42.86143072,0.748073088,0.000442398,-40.43016086
42.90645323,0.748858879,0.000418083,-39.66069137
42.95147574,0.74964467,0.000393765,-38.89115725
42.99649825,0.750430461,0.000369445,-38.12156014
43.04152076,0.751216252,0.000345121,-37.3519017
43.08654327,0.752002043,0.000320795,-36.58218355
43.13156578,0.752787834,0.000296466,-35.81240734
43.17658829,0.753573626,0.000272134,-35.04257471
43.22161081,0.754359417,0.0002478,-34.27268732
43.26663332,0.755145208,0.000223463,-33.50274679
43.31165583,0.755930999,0.000199124,-32.73275477
43.35667834,0.75671679,0.000174782,-31.96271291
43.40170085,0.757502581,0.000150438,-31.19262285
43.44672336,0.758288372,0.000126092,-30.42248623
43.49174587,0.759074163,0.000101743,-29.65230469
43.53676838,0.759859954,7.74E-05,-28.88207988
43.5817909,0.760645745,5.30E-05,-28.11181343
43.62681341,0.761431536,2.87E-05,-27.341507
43.67183592,0.762217327,4.33E-06,-26.57116222
43.71685843,0.763003118,-2.00E-05,-25.80078074
43.76188094,0.763788909,-4.44E-05,-25.0303642
43.80690345,0.7645747,-6.88E-05,-24.25991424
43.85192596,0.765360491,-9.31E-05,-23.4894325
43.89694847,0.766146282,-0.000117484,-22.71892063
43.94197099,0.766932074,-0.000141851,-21.94838027
43.9869935,0.767717865,-0.00016622,-21.17781307
44.03201601,0.768503656,-0.000190591,-20.40722066
44.07703852,0.769289447,-0.000214963,-19.63660469
44.12206103,0.770075238,-0.000239336,-18.8659668
44.16708354,0.770861029,-0.000263711,-18.09530863
44.21210605,0.77164682,-0.000288087,-17.32463183
44.25712856,0.772432611,-0.000312464,-16.55393804
44.30215108,0.773218402,-0.000336842,-15.78322891
44.34717359,0.774004193,-0.000361222,-15.01250606
44.3921961,0.774789984,-0.000385602,-14.24177116
44.43721861,0.775575775,-0.000409984,-13.47102583
44.48224112,0.776361566,-0.000434366,-12.70027173
44.52726363,0.777147357,-0.000458749,-11.92951049
44.57228614,0.777933148,-0.000483133,-11.15874376
44.61730865,0.778718939,-0.000507518,-10.38797318
44.66233117,0.77950473,-0.000531903,-9.617200398
44.70735368,0.780290522,-0.000556289,-8.84642705
44.75237619,0.781076313,-0.000580675,-8.075654781
44.7973987,0.781862104,-0.000605062,-7.304885234
44.84242121,0.782647895,-0.00062945,-6.534120051
44.88744372,0.783433686,-0.000653837,-5.763360876
44.93246623,0.784219477,-0.000678226,-4.992609351
44.97748874,0.785005268,-0.000702614,-4.221867118
45.02251126,0.785791059,-0.000727002,-3.451135821
45.06753377,0.78657685,-0.000751391,-2.680417102
45.11255628,0.787362641,-0.00077578,-1.909712604
45.15757879,0.788148432,-0.000800168,-1.139023969
45.2026013,0.788934223,-0.000824557,-0.36835284
45.24762381,0.789720014,-0.000848946,0.402299139
45.29264632,0.790505805,-0.000873334,1.172930327
45.33766883,0.791291596,-0.000897722,1.943539081
45.38269135,0.792077387,-0.00092211,2.714123757
45.42771386,0.792863178,-0.000946498,3.484682714
45.47273637,0.79364897,-0.000970885,4.255214308
45.51775888,0.794434761,-0.000995271,5.025716897
45.56278139,0.795220552,-0.001019657,5.796188837
45.6078039,0.796006343,-0.001044043,6.566628488
45.65282641,0.796792134,-0.001068428,7.337034204
45.69784892,0.797577925,-0.001092812,8.107404345
45.74287144,0.798363716,-0.001117195,8.877737267
45.78789395,0.799149507,-0.001141578,9.648031328
45.83291646,0.799935298,-0.00116596,10.41828488
45.87793897,0.800721089,-0.00119034,11.18849629
45.92296148,0.80150688,-0.00121472,11.95866391
45.96798399,0.802292671,-0.001239099,12.7287861
46.0130065,0.803078462,-0.001263476,13.49886121
46.05802901,0.803864253,-0.001287852,14.26888761
46.10305153,0.804650044,-0.001312228,15.03886364
46.14807404,0.805435835,-0.001336601,15.80878767
46.19309655,0.806221626,-0.001360974,16.57865806
46.23811906,0.807007418,-0.001385345,17.34847315
46.28314157,0.807793209,-0.001409714,18.11823132
46.32816408,0.808579,-0.001434082,18.88793091
46.37318659,0.809364791,-0.001458448,19.65757028
46.4182091,0.810150582,-0.001482813,20.4271478
46.46323162,0.810936373,-0.001507176,21.19666181
46.50825413,0.811722164,-0.001531537,21.96611067
46.55327664,0.812507955,-0.001555897,22.73549275
46.59829915,0.813293746,-0.001580254,23.5048064
46.64332166,0.814079537,-0.001604609,24.27404998
46.68834417,0.814865328,-0.001628963,25.04322184
46.73336668,0.815651119,-0.001653314,25.81232034
46.77838919,0.81643691,-0.001677663,26.58134384
46.82341171,0.817222701,-0.00170201,27.3502907
46.86843422,0.818008492,-0.001726355,28.11915927
46.91345673,0.818794283,-0.001750697,28.88794791
46.95847924,0.819580074,-0.001775037,29.65665498
47.00350175,0.820365866,-0.001799375,30.42527883
47.04852426,0.821151657,-0.00182371,31.19381783
47.09354677,0.821937448,-0.001848043,31.96227033
47.13856928,0.822723239,-0.001872372,32.73063468
47.1835918,0.82350903,-0.0018967,33.49890925
47.22861431,0.824294821,-0.001921024,34.26709239
47.27363682,0.825080612,-0.001945346,35.03518246
47.31865933,0.825866403,-0.001969664,35.80317781
47.36368184,0.826652194,-0.00199398,36.57107681
47.40870435,0.827437985,-0.002018293,37.33887781
47.45372686,0.828223776,-0.002042603,38.10657916
47.49874937,0.829009567,-0.00206691,38.87417924
47.54377189,0.829795358,-0.002091213,39.64167638
47.5887944,0.830581149,-0.002115514,40.40906896
47.63381691,0.83136694,-0.002139811,41.17635532
47.67883942,0.832152731,-0.002164105,41.94353383
47.72386193,0.832938522,-0.002188395,42.71060284
47.76888444,0.833724314,-0.002212682,43.4775607
47.81390695,0.834510105,-0.002236965,44.24440579
47.85892946,0.835295896,-0.002261245,45.01113645
47.90395198,0.836081687,-0.002285521,45.77775104
47.94897449,0.836867478,-0.002309794,46.54424791
47.993997,0.837653269,-0.002334062,47.31062544
48.03901951,0.83843906,-0.002358327,48.07688196
48.08404202,0.839224851,-0.002382588,48.84301585
48.12906453,0.840010642,-0.002406845,49.60902545
48.17408704,0.840796433,-0.002431098,50.37490913
48.21910955,0.841582224,-0.002455347,51.14066524
48.26413207,0.842368015,-0.002479592,51.90629214
48.30915458,0.843153806,-0.002503833,52.67178818
48.35417709,0.843939597,-0.00252807,53.43715173
48.3991996,0.844725388,-0.002552302,54.20238115
48.44422211,0.845511179,-0.00257653,54.96747477
48.48924462,0.84629697,-0.002600753,55.73243098
48.53426713,0.847082762,-0.002624972,56.49724812
48.57928964,0.847868553,-0.002649187,57.26192455
48.62431216,0.848654344,-0.002673397,58.02645862
48.66933467,0.849440135,-0.002697602,58.7908487
48.71435718,0.850225926,-0.002721802,59.55509315
48.75937969,0.851011717,-0.002745998,60.31919031
48.8044022,0.851797508,-0.002770189,61.08313855
48.84942471,0.852583299,-0.002794375,61.84693622
48.89444722,0.85336909,-0.002818556,62.61058168
48.93946973,0.854154881,-0.002842732,63.3740733
48.98449225,0.854940672,-0.002866903,64.13740942
49.02951476,0.855726463,-0.002891069,64.9005884
49.07453727,0.856512254,-0.00291523,65.6636086
49.11955978,0.857298045,-0.002939386,66.42646838
49.16458229,0.858083836,-0.002963536,67.1891661
49.2096048,0.858869627,-0.002987681,67.9517001
49.25462731,0.859655418,-0.00301182,68.71406876
49.29964982,0.86044121,-0.003035954,69.47627042
49.34467234,0.861227001,-0.003060082,70.23830345
49.38969485,0.862012792,-0.003084205,71.0001662
49.43471736,0.862798583,-0.003108322,71.76185703
49.47973987,0.863584374,-0.003132434,72.52337429
49.52476238,0.864370165,-0.003156539,73.28471635
49.56978489,0.865155956,-0.003180639,74.04588156
49.6148074,0.865941747,-0.003204733,74.80686828
49.65982991,0.866727538,-0.003228821,75.56767486
49.70485243,0.867513329,-0.003252903,76.32829966
49.74987494,0.86829912,-0.003276979,77.08874104
49.79489745,0.869084911,-0.003301049,77.84899737
49.83991996,0.869870702,-0.003325112,78.60906698
49.88494247,0.870656493,-0.00334917,79.36894825
49.92996498,0.871442284,-0.003373221,80.12863952
49.97498749,0.872228075,-0.003397265,80.88813916
50.02001001,0.873013866,-0.003421304,81.64744553
50.06503252,0.873799658,-0.003445335,82.40655698
50.11005503,0.874585449,-0.003469361,83.16547186
50.15507754,0.87537124,-0.003493379,83.92418854
50.20010005,0.876157031,-0.003517391,84.68270537
50.24512256,0.876942822,-0.003541396,85.44102071
50.29014507,0.877728613,-0.003565395,86.19913292
50.33516758,0.878514404,-0.003589386,86.95704035
50.3801901,0.879300195,-0.003613371,87.71474137
50.42521261,0.880085986,-0.003637349,88.47223432
50.47023512,0.880871777,-0.00366132,89.22951757
50.51525763,0.881657568,-0.003685283,89.98658948
50.56028014,0.882443359,-0.00370924,90.74344839
50.60530265,0.88322915,-0.003733189,91.50009268
50.65032516,0.884014941,-0.003757132,92.25652069
50.69534767,0.884800732,-0.003781066,93.01273078
50.74037019,0.885586523,-0.003804994,93.76872131
50.7853927,0.886372314,-0.003828914,94.52449064
50.83041521,0.887158106,-0.003852826,95.28003712
50.87543772,0.887943897,-0.003876731,96.03535912
50.92046023,0.888729688,-0.003900629,96.79045498
50.96548274,0.889515479,-0.003924519,97.54532308
51.01050525,0.89030127,-0.003948401,98.29996175
51.05552776,0.891087061,-0.003972275,99.05436937
51.10055028,0.891872852,-0.003996141,99.80854428
51.14557279,0.892658643,-0.00402,100.5624849
51.1905953,0.893444434,-0.00404385,101.3161894
51.23561781,0.894230225,-0.004067693,102.0696564
51.28064032,0.895016016,-0.004091527,102.8228841
51.32566283,0.895801807,-0.004115354,103.5758708
51.37068534,0.896587598,-0.004139172,104.328615
51.41570785,0.897373389,-0.004162982,105.0811151
51.46073037,0.89815918,-0.004186784,105.8333692
51.50575288,0.898944971,-0.004210577,106.5853759
51.55077539,0.899730762,-0.004234362,107.3371334
51.5957979,0.900516554,-0.004258138,108.0886402
51.64082041,0.901302345,-0.004281906,108.8398946
51.68584292,0.902088136,-0.004305665,109.5908949
51.73086543,0.902873927,-0.004329416,110.3416395
51.77588794,0.903659718,-0.004353158,111.0921268
51.82091046,0.904445509,-0.004376891,111.842355
51.86593297,0.9052313,-0.004400615,112.5923227
51.91095548,0.906017091,-0.004424331,113.3420281
51.95597799,0.906802882,-0.004448037,114.0914695
52.0010005,0.907588673,-0.004471735,114.8406455
52.04602301,0.908374464,-0.004495423,115.5895542
52.09104552,0.909160255,-0.004519102,116.338194
52.13606803,0.909946046,-0.004542773,117.0865634
52.18109055,0.910731837,-0.004566433,117.8346607
52.22611306,0.911517628,-0.004590085,118.5824842
52.27113557,0.912303419,-0.004613727,119.3300323
52.31615808,0.91308921,-0.00463736,120.0773033
52.36118059,0.913875002,-0.004660984,120.8242956
52.4062031,0.914660793,-0.004684597,121.5710076
52.45122561,0.915446584,-0.004708202,122.3174376
52.49624812,0.916232375,-0.004731796,123.063584
52.54127064,0.917018166,-0.004755381,123.8094451
52.58629315,0.917803957,-0.004778956,124.5550193
52.63131566,0.918589748,-0.004802522,125.3003049
52.67633817,0.919375539,-0.004826077,126.0453004
52.72136068,0.92016133,-0.004849623,126.790004
52.76638319,0.920947121,-0.004873158,127.5344141
52.8114057,0.921732912,-0.004896684,128.2785291
52.85642821,0.922518703,-0.004920199,129.0223474
52.90145073,0.923304494,-0.004943705,129.7658672
52.94647324,0.924090285,-0.0049672,130.509087
52.99149575,0.924876076,-0.004990685,131.252005
53.03651826,0.925661867,-0.005014159,131.9946198
53.08154077,0.926447658,-0.005037623,132.7369295
53.12656328,0.92723345,-0.005061077,133.4789327
53.17158579,0.928019241,-0.00508452,134.2206275
53.2166083,0.928805032,-0.005107953,134.9620125
53.26163082,0.929590823,-0.005131374,135.7030859
53.30665333,0.930376614,-0.005154786,136.4438461
53.35167584,0.931162405,-0.005178186,137.1842915
53.39669835,0.931948196,-0.005201576,137.9244204
53.44172086,0.932733987,-0.005224955,138.6642312
53.48674337,0.933519778,-0.005248323,139.4037222
53.53176588,0.934305569,-0.00527168,140.1428918
53.57678839,0.93509136,-0.005295026,140.8817383
53.62181091,0.935877151,-0.005318361,141.6202602
53.66683342,0.936662942,-0.005341685,142.3584557
53.71185593,0.937448733,-0.005364997,143.0963232
53.75687844,0.938234524,-0.005388299,143.8338611
53.80190095,0.939020315,-0.005411589,144.5710678
53.84692346,0.939806106,-0.005434867,145.3079415
53.89194597,0.940591898,-0.005458135,146.0444807
53.93696848,0.941377689,-0.00548139,146.7806837
53.981991,0.94216348,-0.005504635,147.5165489
54.02701351,0.942949271,-0.005527867,148.2520746
54.07203602,0.943735062,-0.005551088,148.9872592
54.11705853,0.944520853,-0.005574298,149.722101
